,area,building_floors,district,flat_floor,neighborhood,price,rooms_count,warming_type
3280,60,11,Küçükçekmece,3,Kemalpaşa,800000,2.0,Kombi
3282,75,7,Şişli,0,Gülbahar,180000,3.0,Kombi
3283,145,3,Beylikdüzü,2,Marmara,649000,3.0,Kombi
3284,90,5,Kağıthane,5,Telsizler,335000,3.0,Kombi
3286,170,3,Adalar,0,Nizam,2500000,5.0,Rare
3288,160,3,Kadıköy,0,Fenerbahçe,3250000,4.0,Kombi
3289,180,4,Maltepe,4,Küçükyalı,1450000,5.0,Kombi
3290,120,5,Bakırköy,3,Yeşilyurt,2450000,4.0,Kombi
3291,98,20,Başakşehir,15,Bahçeşehir 2. Kısım,610000,2.0,Merkezi (Pay Ölçer)
3292,130,7,Kadıköy,4,Merdivenköy,830000,4.0,Merkezi
3294,105,1,Esenyurt,5,Yenikent,257000,3.0,Kombi
3295,105,5,Beylikdüzü,2,Kavaklı,463500,3.0,Kombi
3296,80,6,Şişli,-1,19 Mayıs,425000,3.0,Merkezi
3297,160,15,Esenyurt,4,Zafer,330000,4.0,Merkezi
3298,140,4,Beylikdüzü,2,Cumhuriyet,430000,4.0,Kombi
3299,80,4,Bakırköy,0,Kartaltepe,820000,3.0,Kombi
3300,150,6,Eyüpsultan,2,Yeşilpınar,770000,4.0,Kombi
3301,320,3,Bakırköy,2,Şenlikköy,3300000,8.0,Kombi
3302,145,8,Kadıköy,6,Caddebostan,3200000,4.0,Kombi
3303,115,11,Kadıköy,9,Suadiye,1850000,3.0,Merkezi (Pay Ölçer)
3304,165,19,Esenyurt,8,Güzelyurt,999000,4.0,Kombi
3305,90,5,Küçükçekmece,4,Kemalpaşa,350000,3.0,Kombi
3306,90,7,Kadıköy,6,Suadiye,2250000,3.0,Merkezi
3307,80,5,Kağıthane,3,Nurtepe,475000,3.0,Kombi
3309,130,4,Maltepe,1,Altıntepe,890000,4.0,Merkezi
3311,65,15,Beylikdüzü,8,Cumhuriyet,450000,2.0,Merkezi
3312,135,9,Kadıköy,4,Erenköy,1250000,4.0,Merkezi (Pay Ölçer)
3313,185,9,Kadıköy,9,Bostancı,1350000,6.0,Kombi
3314,145,6,Beylikdüzü,3,Beylikdüzü OSB,400000,4.0,Kombi
3315,180,3,Bakırköy,0,Şenlikköy,1850000,4.0,Kombi
3316,80,3,Kağıthane,-1,Gültepe,360000,3.0,Kombi
3317,130,3,Büyükçekmece,3,Kumburgaz,580000,4.0,Kombi
3318,80,4,Küçükçekmece,0,Sultan Murat,390000,3.0,Kombi
3319,290,9,Kadıköy,9,Fenerbahçe,10000000,5.0,Merkezi (Pay Ölçer)
3321,180,7,Kadıköy,1,Erenköy,1495000,4.0,Merkezi
3322,80,4,Çekmeköy,2,Ekşioğlu,525000,3.0,Kombi
3323,140,8,Kadıköy,1,Bostancı,1350000,4.0,Kombi
3325,80,5,Bahçelievler,0,Siyavuşpaşa,350000,3.0,Kombi
3326,70,5,Kağıthane,1,Çeliktepe,360000,3.0,Kombi
3327,95,4,Kağıthane,-1,Çeliktepe,235000,3.0,Kombi
3328,100,5,Şişli,3,Duatepe,600000,3.0,Kombi
3329,140,12,Kadıköy,9,Fenerbahçe,4130000,4.0,Kombi
3330,154,10,Kadıköy,7,Suadiye,2775000,4.0,Kombi
3331,90,4,Üsküdar,3,Salacak,3000000,3.0,Kombi
3332,85,12,Ataşehir,6,Kayışdağı,520000,3.0,Merkezi (Pay Ölçer)
3333,280,12,Kadıköy,12,Bostancı,4600000,7.0,Kombi
3334,180,4,Büyükçekmece,4,Dizdariye,700000,4.0,Kombi
3335,140,8,Kadıköy,2,Sahrayı Cedit,1095000,4.0,Merkezi (Pay Ölçer)
3336,130,17,Kağıthane,6,Seyrantepe,2550000,4.0,Merkezi
3337,150,9,Kadıköy,2,Bostancı,1745000,4.0,Kombi
3338,110,5,Üsküdar,0,Çengelköy,670000,3.0,Merkezi
3339,65,7,Kağıthane,-2,Ortabayır,235000,2.0,Kombi
3341,100,4,Fatih,4,Seyyid Ömer,560000,3.0,Kombi
3342,140,5,Kadıköy,3,Göztepe,1420000,4.0,Merkezi
3343,326,4,Bakırköy,4,Yeşilyurt,6500000,6.0,Kombi
3344,350,5,Beşiktaş,2,Ulus,13000000,5.0,Merkezi
3345,65,4,Maltepe,0,Altıntepe,440000,2.0,Kombi
3346,80,4,Ümraniye,3,Namık Kemal,575000,3.0,Kombi
3347,145,8,Kadıköy,8,Suadiye,2450000,4.0,Kombi
3348,135,4,Maltepe,0,Küçükyalı,675000,4.0,Kombi
3349,100,4,Esenyurt,1,Güzelyurt,319000,3.0,Kombi
3351,135,4,Büyükçekmece,2,Fatih,910000,4.0,Kombi
3352,70,3,Küçükçekmece,0,Yeşilova,225000,2.0,Kombi
3353,185,16,Beylikdüzü,7,Adnan Kahveci,880000,4.0,Kombi
3354,105,13,Beylikdüzü,7,Büyükşehir,560000,4.0,Kombi
3355,140,4,Beşiktaş,2,Balmumcu,2000000,4.0,Kombi
3356,85,4,Esenler,1,Fatih,434000,3.0,Kombi
3357,110,6,Bahçelievler,4,Şirinevler,685000,3.0,Kombi
3358,130,17,Kağıthane,6,Seyrantepe,2550000,4.0,Merkezi
3359,150,9,Kadıköy,2,Bostancı,1745000,4.0,Kombi
3360,110,5,Üsküdar,0,Çengelköy,670000,3.0,Merkezi
3361,65,7,Kağıthane,-2,Ortabayır,235000,2.0,Kombi
3363,100,4,Fatih,4,Seyyid Ömer,560000,3.0,Kombi
3364,140,5,Kadıköy,3,Göztepe,1420000,4.0,Merkezi
3365,326,4,Bakırköy,4,Yeşilyurt,6500000,6.0,Kombi
3366,350,5,Beşiktaş,2,Ulus,13000000,5.0,Merkezi
3367,65,4,Maltepe,0,Altıntepe,440000,2.0,Kombi
3368,80,4,Ümraniye,3,Namık Kemal,575000,3.0,Kombi
3369,145,8,Kadıköy,8,Suadiye,2450000,4.0,Kombi
3370,135,4,Maltepe,0,Küçükyalı,675000,4.0,Kombi
3371,100,4,Esenyurt,1,Güzelyurt,319000,3.0,Kombi
3373,135,4,Büyükçekmece,2,Fatih,910000,4.0,Kombi
3374,70,3,Küçükçekmece,0,Yeşilova,225000,2.0,Kombi
3375,185,16,Beylikdüzü,7,Adnan Kahveci,880000,4.0,Kombi
3376,105,13,Beylikdüzü,7,Büyükşehir,560000,4.0,Kombi
3377,140,4,Beşiktaş,2,Balmumcu,2000000,4.0,Kombi
3378,85,4,Esenler,1,Fatih,434000,3.0,Kombi
3379,130,5,Kadıköy,5,Merdivenköy,680000,4.0,Merkezi
3380,160,5,Şişli,0,Feriköy,875000,4.0,Kombi
3381,160,5,Şişli,0,Feriköy,875000,4.0,Kombi
3382,140,9,Kadıköy,8,Göztepe,2600000,4.0,Kombi
3383,155,8,Beylikdüzü,4,Kavaklı,1150000,4.0,Merkezi
3384,85,7,Esenler,0,Menderes,200000,3.0,Rare
3385,155,5,Sarıyer,0,Tarabya,5000000,3.0,Merkezi (Pay Ölçer)
3387,140,7,Beykoz,3,Soğuksu,2400000,3.0,Merkezi (Pay Ölçer)
3388,126,13,Küçükçekmece,1,Atakent,1500000,4.0,Kombi
3389,70,5,Bağcılar,0,Çınar,330000,3.0,Kombi
3390,115,5,Gaziosmanpaşa,0,Hürriyet,339000,4.0,Rare
3391,150,4,Zeytinburnu,2,Sümer,1020000,4.0,Kombi
3392,70,6,Beyoğlu,6,Keçeci Piri,449999,3.0,Kombi
3393,95,5,Sultangazi,2,Malkoçoğlu,385000,3.0,Kombi
3394,120,4,Üsküdar,3,İcadiye,1150000,3.0,Kombi
3395,175,5,Maltepe,4,Çınar,1750000,5.0,Kombi
3396,135,12,Kadıköy,7,Caddebostan,3100000,4.0,Kombi
3397,100,5,Esenyurt,3,Saadetdere,405000,3.0,Kombi
3398,135,5,Bakırköy,3,Yeşilköy,2950000,4.0,Kombi
3399,90,4,Maltepe,2,Küçükyalı,480000,3.0,Kombi
3401,110,5,Küçükçekmece,1,Cennet,550000,4.0,Kombi
3403,115,5,Sultangazi,2,Zübeyde Hanım,395000,3.0,Kombi
3404,85,4,Kağıthane,-1,Emniyet Evleri,430000,3.0,Kombi
3405,140,12,Kadıköy,9,Fenerbahçe,4130000,4.0,Kombi
3406,154,10,Kadıköy,7,Suadiye,2775000,4.0,Kombi
3407,90,4,Üsküdar,3,Salacak,3000000,3.0,Kombi
3408,85,12,Ataşehir,6,Kayışdağı,520000,3.0,Merkezi (Pay Ölçer)
3409,180,4,Büyükçekmece,4,Dizdariye,700000,4.0,Kombi
3410,110,6,Bahçelievler,4,Şirinevler,685000,3.0,Kombi
3411,130,17,Kağıthane,6,Seyrantepe,2550000,4.0,Merkezi
3412,150,9,Kadıköy,2,Bostancı,1745000,4.0,Kombi
3413,110,5,Üsküdar,0,Çengelköy,670000,3.0,Merkezi
3414,100,5,Kağıthane,1,Şirintepe,375000,3.0,Kombi
3415,65,7,Kağıthane,-2,Ortabayır,235000,2.0,Kombi
3417,100,4,Fatih,4,Seyyid Ömer,560000,3.0,Kombi
3418,140,5,Kadıköy,3,Göztepe,1420000,4.0,Merkezi
3419,326,4,Bakırköy,4,Yeşilyurt,6500000,6.0,Kombi
3420,150,13,Kadıköy,6,Fenerbahçe,4150000,4.0,Merkezi (Pay Ölçer)
3421,65,4,Maltepe,0,Altıntepe,440000,2.0,Kombi
3422,80,4,Ümraniye,3,Namık Kemal,575000,3.0,Kombi
3423,135,4,Maltepe,0,Küçükyalı,675000,4.0,Kombi
3425,135,4,Büyükçekmece,2,Fatih,910000,4.0,Kombi
3426,70,3,Küçükçekmece,0,Yeşilova,225000,2.0,Kombi
3427,185,16,Beylikdüzü,7,Adnan Kahveci,880000,4.0,Kombi
3428,105,13,Beylikdüzü,7,Büyükşehir,560000,4.0,Kombi
3429,150,6,Eyüpsultan,2,Yeşilpınar,770000,4.0,Kombi
3430,117,13,Küçükçekmece,8,Kanarya,620000,4.0,Kombi
3431,320,3,Bakırköy,2,Şenlikköy,3300000,8.0,Kombi
3432,145,8,Kadıköy,6,Caddebostan,3200000,4.0,Kombi
3433,80,5,Kağıthane,3,Nurtepe,475000,3.0,Kombi
3435,130,4,Maltepe,1,Altıntepe,890000,4.0,Merkezi
3437,65,15,Beylikdüzü,8,Cumhuriyet,450000,2.0,Merkezi
3438,135,9,Kadıköy,4,Erenköy,1250000,4.0,Merkezi (Pay Ölçer)
3440,105,5,Sarıyer,0,Emirgan,1100000,3.0,Kombi
3441,185,9,Kadıköy,9,Bostancı,1350000,6.0,Kombi
3442,180,3,Bakırköy,0,Şenlikköy,1850000,4.0,Kombi
3443,160,4,Beylikdüzü,1,Kavaklı,689000,4.0,Kombi
3444,130,3,Büyükçekmece,3,Kumburgaz,580000,4.0,Kombi
3446,80,4,Çekmeköy,2,Ekşioğlu,525000,3.0,Kombi
3448,245,17,Kadıköy,8,Suadiye,4500000,5.0,Kombi
3449,80,5,Bahçelievler,0,Siyavuşpaşa,350000,3.0,Kombi
3450,70,5,Kağıthane,1,Çeliktepe,360000,3.0,Kombi
3451,100,8,Kadıköy,5,19 Mayıs,1500000,3.0,Kombi
3452,140,12,Kadıköy,9,Fenerbahçe,4130000,4.0,Kombi
3453,245,17,Kadıköy,8,Suadiye,4500000,5.0,Kombi
3454,80,5,Bahçelievler,0,Siyavuşpaşa,350000,3.0,Kombi
3455,70,5,Kağıthane,1,Çeliktepe,360000,3.0,Kombi
3456,100,8,Kadıköy,5,19 Mayıs,1500000,3.0,Kombi
3457,140,12,Kadıköy,9,Fenerbahçe,4130000,4.0,Kombi
3458,154,10,Kadıköy,7,Suadiye,2775000,4.0,Kombi
3459,90,4,Üsküdar,3,Salacak,3000000,3.0,Kombi
3460,85,12,Ataşehir,6,Kayışdağı,520000,3.0,Merkezi (Pay Ölçer)
3461,180,4,Büyükçekmece,4,Dizdariye,700000,4.0,Kombi
3462,110,6,Bahçelievler,4,Şirinevler,685000,3.0,Kombi
3463,130,17,Kağıthane,6,Seyrantepe,2550000,4.0,Merkezi
3464,110,5,Üsküdar,0,Çengelköy,670000,3.0,Merkezi
3465,100,5,Kağıthane,1,Şirintepe,375000,3.0,Kombi
3467,65,7,Kağıthane,-2,Ortabayır,235000,2.0,Kombi
3469,100,4,Fatih,4,Seyyid Ömer,560000,3.0,Kombi
3470,140,5,Kadıköy,3,Göztepe,1420000,4.0,Merkezi
3471,326,4,Bakırköy,4,Yeşilyurt,6500000,6.0,Kombi
3472,150,13,Kadıköy,6,Fenerbahçe,4150000,4.0,Merkezi (Pay Ölçer)
3473,65,4,Maltepe,0,Altıntepe,440000,2.0,Kombi
3474,80,4,Ümraniye,3,Namık Kemal,575000,3.0,Kombi
3475,135,4,Maltepe,0,Küçükyalı,675000,4.0,Kombi
3478,135,4,Büyükçekmece,2,Fatih,910000,4.0,Kombi
3479,70,3,Küçükçekmece,0,Yeşilova,225000,2.0,Kombi
3480,185,16,Beylikdüzü,7,Adnan Kahveci,880000,4.0,Kombi
3481,105,13,Beylikdüzü,7,Büyükşehir,560000,4.0,Kombi
3482,160,7,Kadıköy,7,Göztepe,1995000,4.0,Merkezi
3483,140,4,Beşiktaş,2,Balmumcu,2000000,4.0,Kombi
3484,85,4,Esenler,1,Fatih,434000,3.0,Kombi
3485,130,5,Kadıköy,5,Merdivenköy,680000,4.0,Merkezi
3486,160,5,Şişli,0,Feriköy,875000,4.0,Kombi
3487,140,9,Kadıköy,8,Göztepe,2600000,4.0,Kombi
3488,155,8,Beylikdüzü,4,Kavaklı,1150000,4.0,Merkezi
3489,85,7,Esenler,0,Menderes,200000,3.0,Rare
3490,155,5,Sarıyer,0,Tarabya,5000000,3.0,Merkezi (Pay Ölçer)
3492,140,7,Beykoz,3,Soğuksu,2400000,3.0,Merkezi (Pay Ölçer)
3493,126,13,Küçükçekmece,1,Atakent,1500000,4.0,Kombi
3494,70,5,Bağcılar,0,Çınar,330000,3.0,Kombi
3495,75,5,Bakırköy,1,Osmaniye,575000,2.0,Kombi
3496,135,12,Kadıköy,7,Caddebostan,3100000,4.0,Kombi
3497,70,6,Beyoğlu,6,Keçeci Piri,449999,3.0,Kombi
3498,95,5,Sultangazi,2,Malkoçoğlu,385000,3.0,Kombi
3499,120,4,Üsküdar,3,İcadiye,1150000,3.0,Kombi
3500,175,5,Maltepe,4,Çınar,1750000,5.0,Kombi
3501,110,5,Esenyurt,4,Güzelyurt,369000,3.0,Kombi
3502,70,10,Esenyurt,7,Barbaros Hayrettin Paşa,349000,2.0,Kombi
3503,100,5,Esenyurt,3,Saadetdere,405000,3.0,Kombi
3504,135,5,Bakırköy,3,Yeşilköy,2950000,4.0,Kombi
3505,90,4,Maltepe,2,Küçükyalı,480000,3.0,Kombi
3507,110,5,Küçükçekmece,1,Cennet,550000,4.0,Kombi
3509,115,5,Sultangazi,2,Zübeyde Hanım,395000,3.0,Kombi
3510,85,4,Kağıthane,-1,Emniyet Evleri,430000,3.0,Kombi
3511,130,10,Ataşehir,10,İçerenköy,1400000,4.0,Merkezi (Pay Ölçer)
3512,170,7,Kadıköy,7,Göztepe,1995000,4.0,Merkezi (Pay Ölçer)
3513,250,4,Büyükçekmece,1,Fatih,1650000,6.0,Kombi
3514,280,4,Maltepe,4,İdealtepe,1690000,7.0,Kombi
3515,150,13,Kadıköy,12,Suadiye,2750000,4.0,Kombi
3516,90,4,Avcılar,4,Mustafa Kemal Paşa,215000,3.0,Kombi
3517,130,8,Kadıköy,4,19 Mayıs,1345000,4.0,Merkezi
3518,90,4,Bahçelievler,0,Siyavuşpaşa,390000,3.0,Kombi
3519,150,5,Kağıthane,1,Yeşilce,630000,4.0,Kombi
3521,165,5,Fatih,1,Topkapı,1300000,4.0,Kombi
3523,270,14,Kadıköy,13,Bostancı,12500000,5.0,Merkezi (Pay Ölçer)
3524,150,9,Kadıköy,2,Bostancı,1745000,4.0,Kombi
3525,140,6,Kadıköy,4,Caddebostan,3250000,4.0,Kombi
3526,85,5,Eyüpsultan,-1,Güzeltepe,350000,3.0,Kombi
3527,120,9,Kartal,2,Uğur Mumcu,390000,4.0,Kombi
3528,115,4,Esenler,4,Fatih,699000,4.0,Kombi
3529,160,3,Beylikdüzü,3,Kavaklı,770000,103.0,Kombi
3530,145,8,Güngören,7,Abdurrahman Nafiz Gürman,585000,4.0,Kombi
3531,75,5,Şişli,4,Gülbahar,410000,3.0,Kombi
3532,115,5,Beylikdüzü,1,Kavaklı,429000,3.0,Kombi
3533,95,7,Beşiktaş,5,Dikilitaş,960000,3.0,Merkezi
3535,120,14,Kadıköy,13,Sahrayı Cedit,1800000,4.0,Merkezi (Pay Ölçer)
3536,100,15,Beylikdüzü,2,Yakuplu,219000,3.0,Kombi
3537,280,4,Maltepe,4,Altıntepe,1350000,6.0,Kombi
3538,100,6,Beylikdüzü,0,Cumhuriyet,165000,3.0,Kombi
3539,200,4,Sarıyer,0,Tarabya,5400000,4.0,Kombi
3540,110,5,Beşiktaş,0,Abbasağa,2600000,4.0,Merkezi (Pay Ölçer)
3541,100,5,Şişli,1,Paşa,580000,3.0,Kombi
3542,100,3,Esenyurt,1,Balıkyolu,250000,3.0,Kombi
3544,120,4,Maltepe,0,Altıntepe,700000,3.0,Kombi
3545,280,11,Kadıköy,11,Suadiye,3600000,5.0,Kombi
3546,120,3,Adalar,3,Burgazada,2400000,4.0,Rare
3548,80,4,Maltepe,0,Çınar,600000,3.0,Kombi
3549,130,18,Kadıköy,16,Merdivenköy,725000,4.0,Kombi
3550,80,6,Bakırköy,0,Kartaltepe,375000,3.0,Merkezi
3551,105,4,Beylikdüzü,2,Cumhuriyet,359000,3.0,Kombi
3552,65,4,Bakırköy,0,Yeşilköy,1200000,2.0,Kombi
3553,185,14,Kadıköy,5,Fenerbahçe,3650000,5.0,Merkezi (Pay Ölçer)
3554,250,4,Beşiktaş,2,Bebek,18750000,5.0,Merkezi
3555,160,7,Küçükçekmece,2,Atatürk,1400000,4.0,Merkezi
3556,130,5,Maltepe,4,Altıntepe,3500000,4.0,Kombi
3559,95,11,Kadıköy,0,Bostancı,1195000,3.0,Merkezi
3560,115,5,Büyükçekmece,-1,Kamiloba,290000,3.0,Kombi
3561,88,5,Şile,0,Çavuş,320000,3.0,Kombi
3562,130,4,Beylikdüzü,0,Kavaklı,800000,4.0,Kombi
3563,100,5,Kağıthane,4,Gültepe,650000,3.0,Kombi
3564,70,4,Üsküdar,0,Valide-i Atik,225000,2.0,Kombi
3565,95,4,Maltepe,0,Küçükyalı,375000,4.0,Kombi
3566,120,5,Esenyurt,0,Mehmet Akif Ersoy,1,3.0,Kombi
3567,80,4,Fatih,4,Şehremini,320000,3.0,Kombi
3569,85,7,Üsküdar,3,Bulgurlu,600000,3.0,Kombi
3571,125,4,Fatih,2,Şehremini,585000,4.0,Kombi
3572,150,5,Kağıthane,4,Çeliktepe,675000,6.0,Kombi
3573,110,4,Tuzla,3,Aydınlı,335000,3.0,Merkezi
3574,90,12,Esenler,8,Kazım Karabekir,630000,3.0,Kombi
3575,125,5,Küçükçekmece,3,Cennet,625000,4.0,Kombi
3576,115,20,Başakşehir,5,Bahçeşehir 1. Kısım,225000,3.0,Merkezi
3577,60,5,Kağıthane,1,Harmantepe,360000,2.0,Kombi
3578,90,4,Üsküdar,4,Zeynep Kamil,455000,3.0,Kombi
3579,120,4,Küçükçekmece,1,Cennet,760000,4.0,Kombi
3580,160,7,Üsküdar,0,Murat Reis,795000,4.0,Kombi
3581,80,4,Ümraniye,1,Esenevler,605000,3.0,Kombi
3582,98,5,Sultangazi,2,Habibler,545000,3.0,Kombi
3585,110,5,Kadıköy,4,Merdivenköy,675000,4.0,Kombi
3586,62,5,Beşiktaş,0,Dikilitaş,695000,2.0,Kombi
3587,70,10,Gaziosmanpaşa,5,Mevlana,590000,2.0,Merkezi (Pay Ölçer)
3588,130,4,Avcılar,0,Üniversite,395000,5.0,Kombi
3589,95,4,Maltepe,0,Aydınevler,345000,3.0,Kombi
3590,180,4,Büyükçekmece,2,Atatürk,950000,4.0,Kombi
3591,85,4,Kağıthane,-1,Merkez,400000,3.0,Kombi
3592,85,5,Üsküdar,0,Bulgurlu,350000,3.0,Kombi
3593,95,3,Üsküdar,3,Bulgurlu,515000,4.0,Kombi
3594,90,3,Küçükçekmece,1,Kemalpaşa,610000,3.0,Kombi
3595,140,5,Bahçelievler,0,Şirinevler,530000,5.0,Kombi
3597,65,5,Şişli,0,Halaskargazi,475000,2.0,Kombi
3598,135,9,Kadıköy,4,Suadiye,2100000,4.0,Kombi
3599,95,30,Başakşehir,4,Bahçeşehir 2. Kısım,650000,3.0,Merkezi (Pay Ölçer)
3600,140,11,Beylikdüzü,8,Adnan Kahveci,750000,3.0,Merkezi (Pay Ölçer)
3601,95,4,Büyükçekmece,2,Dizdariye,550000,3.0,Kombi
3602,170,5,Bakırköy,5,Osmaniye,845000,5.0,Kombi
3603,180,12,Ümraniye,8,Armağanevler,1150000,5.0,Kombi
3604,110,30,Başakşehir,6,Bahçeşehir 2. Kısım,225000,3.0,Merkezi
3606,70,6,Şişli,0,Gülbahar,280000,2.0,Kombi
3607,130,5,Beylikdüzü,1,Marmara,470000,3.0,Kombi
3608,160,8,Maltepe,5,Yalı,1650000,4.0,Merkezi
3609,100,14,Kadıköy,12,Göztepe,1675000,3.0,Merkezi (Pay Ölçer)
3610,145,8,Kadıköy,8,Suadiye,2450000,4.0,Kombi
3611,180,4,Bakırköy,1,Yeşilköy,4800000,4.0,Kombi
3612,400,4,Beşiktaş,4,Bebek,28000000,6.0,Merkezi (Pay Ölçer)
3613,147,8,Kadıköy,4,Göztepe,1325000,4.0,Merkezi
3614,145,4,Esenyurt,4,Turgut Özal,600000,4.0,Kombi
3615,80,4,Maltepe,0,Cevizli,420000,3.0,Kombi
3616,120,7,Şişli,2,Feriköy,1270000,3.0,Merkezi
3617,90,4,Kağıthane,0,Gürsel,445000,3.0,Merkezi
3618,110,15,Esenyurt,9,Cumhuriyet,479000,3.0,Kombi
3619,90,6,Bakırköy,6,Zuhuratbaba,1230000,3.0,Kombi
3620,90,5,Bakırköy,0,Zuhuratbaba,750000,2.0,Kombi
3621,100,6,Kağıthane,3,Gültepe,575000,3.0,Kombi
3622,95,5,Bahçelievler,3,Siyavuşpaşa,260000,3.0,Kombi
3623,290,9,Kadıköy,9,Fenerbahçe,10750000,5.0,Merkezi (Pay Ölçer)
3624,70,10,Küçükçekmece,1,Atakent,475000,2.0,Merkezi (Pay Ölçer)
3625,310,11,Kadıköy,11,Caddebostan,8000000,6.0,Merkezi (Pay Ölçer)
3626,100,5,Sultangazi,2,Uğur Mumcu,489000,3.0,Kombi
3627,125,6,Güngören,5,Sanayi,490000,4.0,Kombi
3628,79,15,Esenyurt,15,Gökevler,355000,2.0,Kombi
3629,165,5,Bakırköy,3,Yeşilyurt,2150000,4.0,Kombi
3630,125,12,Beylikdüzü,2,Adnan Kahveci,695000,3.0,Kombi
3631,110,6,Beşiktaş,3,Arnavutköy,2000000,4.0,Kombi
3633,80,4,Büyükçekmece,4,Fatih,390000,3.0,Kombi
3634,363,18,Bakırköy,10,Sakızağacı,12000000,6.0,Merkezi (Pay Ölçer)
3638,120,4,Fatih,2,Şehremini,600000,4.0,Kombi
3639,85,5,Üsküdar,0,Ahmediye,395000,3.0,Kombi
3640,115,3,Fatih,1,Seyyid Ömer,570000,3.0,Kombi
3643,155,13,Kadıköy,4,Erenköy,3250000,4.0,Kombi
3644,90,4,Üsküdar,0,Selimiye,550000,3.0,Kombi
3645,60,4,Maltepe,0,Altıntepe,450000,2.0,Kombi
3646,110,4,Bakırköy,0,Kartaltepe,685000,3.0,Merkezi
3647,275,6,Maltepe,6,Yalı,3600000,7.0,Kombi
3648,90,3,Şişli,2,İnönü,650000,3.0,Kombi
3649,90,4,Kağıthane,0,Ortabayır,490000,3.0,Kombi
3650,160,5,Zeytinburnu,5,Sümer,1050000,5.0,Kombi
3651,130,5,Küçükçekmece,1,Cennet,695000,4.0,Kombi
3652,105,13,Kartal,3,Hürriyet,450000,3.0,Merkezi
3653,80,5,Üsküdar,-1,Salacak,398000,3.0,Kombi
3654,80,4,Üsküdar,2,Valide-i Atik,345000,3.0,Rare
3655,78,5,Esenler,4,Birlik,260000,3.0,Kombi
3656,120,3,Beyoğlu,5,Cihangir,1530000,3.0,Kombi
3658,160,10,Kadıköy,6,19 Mayıs,1645000,4.0,Merkezi
3659,100,5,Beylikdüzü,2,Kavaklı,479000,3.0,Kombi
3662,90,5,Büyükçekmece,0,Fatih,700000,2.0,Kombi
3663,100,5,Şişli,0,Esentepe,450000,3.0,Kombi
3664,100,6,Kağıthane,4,Gürsel,460000,3.0,Kombi
3666,170,14,Beylikdüzü,1,Barış,579000,4.0,Kombi
3669,140,9,Kadıköy,8,Göztepe,2600000,4.0,Kombi
3671,55,4,Zeytinburnu,1,Sümer,278000,3.0,Kombi
3673,88,5,Kadıköy,3,Osmanağa,575000,3.0,Kombi
3674,125,4,Bahçelievler,4,Bahçelievler,985000,4.0,Kombi
3675,75,5,Ümraniye,0,İstiklal,325000,3.0,Kombi
3676,230,5,Beşiktaş,1,Kuruçeşme,7000000,5.0,Merkezi (Pay Ölçer)
3677,180,30,Sarıyer,16,Maslak,3000000,4.0,Merkezi
3678,140,4,Kağıthane,3,Hürriyet,465000,5.0,Kombi
3679,250,4,Beşiktaş,3,Mecidiye,10000000,4.0,Merkezi
3680,200,4,Kadıköy,2,Feneryolu,2800000,5.0,Merkezi
3682,80,4,Kağıthane,3,Ortabayır,425000,3.0,Kombi
3683,260,3,Büyükçekmece,3,Cumhuriyet,1150000,7.0,Kombi
3684,253,4,Beylikdüzü,4,Kavaklı,1600000,7.0,Kombi
3685,140,6,Şişli,1,Cumhuriyet,1250000,4.0,Merkezi
3687,145,3,Beylikdüzü,2,Marmara,649000,3.0,Kombi
3688,100,5,Beşiktaş,1,Gayrettepe,650000,4.0,Kombi
3689,85,4,Esenyurt,2,Turgut Özal,610000,2.0,Merkezi
3690,110,6,Bahçelievler,5,Siyavuşpaşa,415000,4.0,Merkezi
3691,160,22,Esenyurt,11,Güzelyurt,1200000,4.0,Merkezi
3692,95,7,Şişli,4,Gülbahar,305000,3.0,Kombi
3694,125,10,Kartal,0,Uğur Mumcu,355000,4.0,Kombi
3695,175,6,Sarıyer,2,Cumhuriyet,640000,4.0,Kombi
3697,85,4,Maltepe,0,Aydınevler,350000,3.0,Kombi
3698,175,4,Kadıköy,1,Fenerbahçe,2650000,5.0,Kombi
3699,145,6,Beylikdüzü,3,Beylikdüzü OSB,400000,4.0,Kombi
3700,100,14,Kadıköy,12,Göztepe,1675000,3.0,Merkezi (Pay Ölçer)
3701,140,9,Kadıköy,9,Caddebostan,2750000,4.0,Kombi
3702,90,7,Esenler,2,Nine Hatun,295000,3.0,Kombi
3703,120,12,Kadıköy,11,Caddebostan,3200000,3.0,Kombi
3704,160,5,Şile,5,Çavuş,510000,4.0,Kombi
3705,145,4,Kadıköy,1,Fenerbahçe,3100000,5.0,Merkezi
3706,90,3,Kadıköy,0,Göztepe,760000,3.0,Kombi
3707,70,5,Kağıthane,1,Talatpaşa,425000,3.0,Kombi
3708,170,5,Bakırköy,5,Osmaniye,845000,5.0,Kombi
3709,95,4,Maltepe,1,Çınar,435000,3.0,Kombi
3710,70,10,Esenyurt,7,Barbaros Hayrettin Paşa,349000,2.0,Kombi
3711,160,3,Kadıköy,0,Fenerbahçe,3250000,4.0,Kombi
3712,120,5,Eyüpsultan,1,Rami Cuma,495000,4.0,Kombi
3713,160,14,Kadıköy,1,Bostancı,2300000,4.0,Merkezi (Pay Ölçer)
3714,55,4,Maltepe,0,Cevizli,425000,2.0,Kombi
3715,70,5,Kağıthane,1,Çeliktepe,360000,3.0,Kombi
